Email,Time_Out,Password,FK_Id_Person,Flag,Data_Sesion
JennyOrtega1@gmail.com,2019-10-02 07:25:34.691,55711ASQ,458,I,2019-11-11 04:25:34.306
Gloria_ArelisUbaldo1@gmail.com,2019-10-02 07:25:34.692,55723ASQ,459,I,2019-11-12 04:25:34.307
ANA_ELSYMUÑOZ1@gmail.com,2019-10-02 07:25:34.693,55730ASQ,460,I,2019-11-13 04:25:34.308
LETICIAPEÑALOZA1@gmail.com,2019-10-02 07:25:34.694,55743ASQ,461,I,2019-11-14 04:25:34.309
ALEXISRESTREPO1@gmail.com,2019-10-02 07:25:34.695,55746ASQ,462,I,2019-11-15 04:25:34.310
LinaMendez1@gmail.com,2019-10-02 07:25:34.696,55796ASQ,463,I,2019-10-01 03:23:34.234
DEISYDEDERLE1@gmail.com,2019-10-02 07:25:34.697,55817ASQ,464,I,2019-10-02 04:25:34.235
SERGIO_ANDRESSOTELO1@gmail.com,2019-10-02 07:25:34.698,55834ASQ,465,I,2019-10-03 04:25:34.236
SthephanieDe1@gmail.com,2019-10-02 07:25:34.699,55898ASQ,466,I,2019-10-04 04:25:34.237
SthephanieDe Los Rios1@gmail.com,2019-10-02 07:25:34.700,55898ASQ,467,I,2019-10-05 04:25:34.238
MichellVargas1@gmail.com,2019-10-02 07:25:34.701,55901ASQ,468,I,2019-10-06 04:25:34.239
MichellVargas1@gmail.com,2019-10-02 07:25:34.702,55901ASQ,469,I,2019-10-07 04:25:34.240
NanabelVilla1@gmail.com,2019-10-02 07:25:34.703,55907ASQ,470,I,2019-10-08 04:25:34.241
NanabelVilla1@gmail.com,2019-10-02 07:25:34.704,55907ASQ,471,I,2019-10-09 04:25:34.242
AngieVallejo1@gmail.com,2019-10-02 07:25:34.705,55955ASQ,472,I,2019-10-10 04:25:34.243
SIXTA_TULIAPARODY1@gmail.com,2019-10-02 07:25:34.706,55978ASQ,473,I,2019-10-11 04:25:34.244
DanielCampo1@gmail.com,2019-10-02 07:25:34.707,55979ASQ,474,I,2019-10-12 04:25:34.245
DanielCampo1@gmail.com,2019-10-02 07:25:34.708,55979ASQ,475,I,2019-10-13 04:25:34.246
MARCELOMARQUEZ1@gmail.com,2019-10-02 07:25:34.709,56045ASQ,476,I,2019-10-14 04:25:34.247
AngelicaCortes1@gmail.com,2019-10-02 07:25:34.710,56096ASQ,477,I,2019-10-15 04:25:34.248
AngelicaCortes1@gmail.com,2019-10-02 07:25:34.711,56096ASQ,478,I,2019-10-16 04:25:34.249
HELEN_TATIANAARGUELLES1@gmail.com,2019-10-02 07:25:34.712,56217ASQ,479,I,2019-10-17 04:25:34.250
MARIA_ALEJANDRAESPAÃ‘A1@gmail.com,2019-10-02 07:25:34.713,56249ASQ,480,I,2019-10-18 04:25:34.251
LEIDY_JOHANAESCOBAR1@gmail.com,2019-10-02 07:25:34.714,56268ASQ,481,I,2019-10-19 04:25:34.252
JHONATAN_DE_JESUSOSORIO1@gmail.com,2019-10-02 07:25:34.715,56495ASQ,482,I,2019-10-20 04:25:34.253
STEPHANY_ALEJANDRATRUJILLO1@gmail.com,2019-10-02 07:25:34.716,56496ASQ,483,I,2019-10-21 04:25:34.254
LINA_MARCELAGOMEZ1@gmail.com,2019-10-02 07:25:34.717,56609ASQ,484,I,2019-10-22 04:25:34.255
JULIAN_DAVIDCORRALES1@gmail.com,2019-10-02 07:25:34.718,56662ASQ,485,I,2019-10-23 04:25:34.256
JORGE_LEONLOPERA1@gmail.com,2019-10-02 07:25:34.719,75735ASQ,486,I,2019-10-24 04:25:34.257
YAMILELEON1@gmail.com,2019-10-02 07:25:34.720,75738ASQ,487,I,2019-10-25 04:25:34.258
FRANCISCO_ANTONIOTRIANA1@gmail.com,2019-10-02 07:25:34.721,91073ASQ,488,I,2019-10-26 04:25:34.259
FranciscoTriana1@gmail.com,2019-10-02 07:25:34.722,91073ASQ,489,I,2019-10-27 04:25:34.260
KELLY_JOHANAESCALANTE1@gmail.com,2019-10-02 07:25:34.723,906159ASQ,490,I,2019-10-28 04:25:34.261
Dora_CristinaAgudelo1@gmail.com,2019-10-02 07:25:34.724,906463ASQ,491,I,2019-10-29 04:25:34.262
EstefaniaRincon1@gmail.com,2019-10-02 07:25:34.725,906525ASQ,492,I,2019-10-30 04:25:34.263
ASTRID_MILENAGONZALEZ1@gmail.com,2019-10-02 07:25:34.726,906611ASQ,493,I,2019-10-31 04:25:34.264
JUDITH_SOFIAGASTELBONDO1@gmail.com,2019-10-02 07:25:34.727,906612ASQ,494,I,2019-09-01 04:25:34.265
RODRIGO_ANDRESAYALA1@gmail.com,2019-10-02 07:25:34.728,906758ASQ,495,I,2019-09-02 04:25:34.266
ALEXANDERHERRON1@gmail.com,2019-10-02 07:25:34.729,906779ASQ,496,I,2019-09-03 04:25:34.267
ELIANA_MARIALOPEZ1@gmail.com,2019-10-02 07:25:34.730,906919ASQ,497,I,2019-09-04 04:25:34.268
ANGELICA_LUCIARODRIGUEZ1@gmail.com,2019-10-02 07:25:34.731,906931ASQ,498,I,2019-09-05 04:25:34.269
Edgar_EduardoDuque1@gmail.com,2019-10-02 07:25:34.732,907345ASQ,499,I,2019-09-06 04:25:34.270
JESINELLHERRERA1@gmail.com,2019-10-02 07:25:34.733,907548ASQ,500,I,2019-09-07 04:25:34.271
